address,address_type,label,label_source,data_completeness,tx_count,funded_txo_count,spent_txo_count,n_tx_as_sender_sampled,n_tx_as_receiver_sampled,n_unique_counterparties,total_received_sat,total_received_btc,mean_received_sat,max_received_sat,min_received_sat,std_received_sat,total_sent_sat,total_sent_btc,mean_sent_sat,max_sent_sat,min_sent_sat,std_sent_sat,balance_sat,balance_btc,net_flow_sat,total_fee_sat_sampled,mean_fee_sat,mean_fee_rate_sat_vb,first_tx_time,last_tx_time,lifespan_days,active_days,activity_density,mean_inter_tx_hours,std_inter_tx_hours,max_dormancy_days,tx_velocity,in_degree,out_degree,degree_total,fan_in_ratio,fan_out_ratio,sender_concentration_hhi,recipient_concentration_hhi,cio_cluster_size,peel_chain_len,consolidation_frac,coinjoin_tx_count_sampled,round_value_ratio_sampled,mean_output_count_sampled,mean_input_count_sampled,mempool_tx_count,class,source_api
3PpY1VDNBi9Kv6pJQz1E5SPWMyzinm1joV,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,2573,2117,2111,13,37,104,1756548841,17.56548841,462781.757,1523890,45013,396185.445,1753856610,17.5385661,1220901.615,4235755,74489,1180386.793,2692231,0.02692231,2692231,2739000,210692.308,222.12,2017-06-29T17:19:49+00:00,2017-07-16T23:03:50+00:00,17.239,16,149.2546,8.444,12.077,1.943,160.8125,64,40,104,0.6154,0.3846,0.0206,0.0786,0,0,0.6154,0,0.0,1.74,2.06,0,blacklisted,mempool.space
3PnpokXYqYQENqmxcYSK2aFPLHaVhrk2iS,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,1017,837,833,8,17,50,222853059,2.22853059,283572.529,979113,100265,198018.306,222010269,2.22010269,1636074.5,4332313,187351,1452468.876,842790,0.0084279,842790,1958400,244800.0,138.133,2017-03-24T17:09:39+00:00,2017-07-15T06:44:19+00:00,112.566,11,9.0347,112.566,317.472,64.171,92.4545,30,20,50,0.6,0.4,0.0422,0.0806,0,0,0.6,0,0.0,1.68,3.16,0,blacklisted,bitaroo
3PnY8v1D6KV9TeFEAc4pmDCHSCHSq2Sj9f,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,115,61,61,44,6,1037,47138318,0.47138318,1041944.167,1603333,538333,390924.017,47138318,0.47138318,794848.159,3403333,140000,709265.549,0,0.0,0,787422,17895.955,14.609,2017-02-27T04:03:16+00:00,2018-03-09T17:03:57+00:00,375.542,29,0.3062,183.939,518.25,122.863,3.9655,1007,41,1048,0.9609,0.0391,0.8263,0.8193,0,0,0.9609,0,0.08,1.2,24.26,0,blacklisted,emzy
3PfeqcMRfTi7YbL9KpuovWfP41MFfbCe5p,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,272,50,0,0,50,135,1060288975,10.60288975,1348004.38,8827168,619144,1675326.493,939691183,9.39691183,0.0,0,0,0.0,120597792,1.20597792,120597792,0,0.0,0.0,2017-04-29T01:17:20+00:00,2017-07-17T13:24:07+00:00,79.505,23,3.4212,38.941,62.353,12.125,11.8261,85,50,135,0.6296,0.3704,0.045,0.0705,0,0,0.6296,0,0.0,2.0,1.72,0,blacklisted,exan
3PeQneikMXY42tGPXojDd5jb88MWyfuCTZ,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,3651,3368,3326,24,1,242,757912098,7.57912098,62621.0,62621,62621,0.0,750632326,7.50632326,1218049.375,4632444,40631,1075788.162,7279772,0.07279772,7279772,21886600,911941.667,135.248,2017-04-01T14:06:02+00:00,2017-07-12T09:06:58+00:00,101.792,8,35.8673,101.792,322.791,66.79,456.375,239,3,242,0.9876,0.0124,0.0199,0.8663,0,0,0.9876,0,0.0,1.04,22.64,0,blacklisted,blockstream
3PcytHHHYumstz5CEeoWPGw3hXqLyj4Xbn,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,258,0,73,50,0,2200,13039988,0.13039988,0.0,0,0,0.0,13039988,0.13039988,55999.78,210000,29999,32140.383,0,0.0,0,1021005,20420.1,1.015,2018-06-08T04:34:11+00:00,2018-06-30T09:31:01+00:00,22.206,5,11.6185,10.876,62.624,18.383,51.6,2160,40,2200,0.9818,0.0182,0.0013,0.0294,0,0,0.9818,0,0.0,1.0,70.0,0,blacklisted,trezor-btc4
3PcSTFuifHHtavUvijw2EG3MqqfSWk3L8U,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,2,1,1,1,1,191,204220893,2.04220893,204220893.0,204220893,204220893,0.0,204220893,2.04220893,204220893.0,204220893,204220893,0.0,0,0.0,0,251810,251810.0,69.58,2016-12-02T20:31:09+00:00,2016-12-02T22:48:00+00:00,0.095,1,2.0,2.281,0.0,0.095,2.0,189,2,191,0.9895,0.0105,0.0888,0.9638,0,0,0.9895,0,0.5,1.5,95.5,0,blacklisted,trezor-btc2
3PZtocopV43ws2QHLqfqxY8mZwpnRGP8tz,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,11,10,10,1,10,13,274300000,2.743,27430000.0,149980000,130000,42729881.053,274300000,2.743,274300000.0,274300000,274300000,0.0,0,0.0,0,152300,152300.0,50.297,2016-04-14T23:52:31+00:00,2016-04-15T00:08:25+00:00,0.011,2,11.0,0.027,0.08,0.011,5.5,10,3,13,0.7692,0.2308,0.3076,0.8711,0,0,0.7692,0,0.4545,1.182,1.818,0,blacklisted,mempool.space
3PYGxpF8NkHvbfrLr7VdSzY6qkZRFhJXwi,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,27,15,12,12,15,68,941392063,9.41392063,62759470.867,129819941,1741485,39113384.488,849537434,8.49537434,70794786.167,129819941,3890570,35954099.498,91854629,0.91854629,91854629,1012000,84333.333,128.639,2016-09-02T19:16:31+00:00,2017-07-17T10:39:27+00:00,317.641,24,0.085,293.207,277.915,49.123,1.125,46,22,68,0.6765,0.3235,0.0989,0.1429,0,0,0.6765,0,0.0,1.556,2.259,0,blacklisted,emzy
3PHYpooPiHAjW1KCJkYUseeAKNLkYsLUZv,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,2,1,1,1,1,372,520513295,5.20513295,520513295.0,520513295,520513295,0.0,520513295,5.20513295,520513295.0,520513295,520513295,0.0,0,0.0,0,769510,769510.0,32.858,2016-09-25T23:12:51+00:00,2016-09-26T02:32:40+00:00,0.139,2,2.0,3.33,0.0,0.139,1.0,370,2,372,0.9946,0.0054,0.0185,0.9987,0,0,0.9946,0,0.5,1.5,186.5,0,blacklisted,bitaroo
3NzBkmgnDmJa5XqxdT3BJEHqcB4WRdEzpe,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,10,5,5,5,5,17,2831522,0.02831522,566304.4,1283151,72692,418418.752,2831522,0.02831522,566304.4,1283151,72692,418418.752,0,0.0,0,1020000,204000.0,104.185,2016-11-19T01:25:10+00:00,2017-04-29T06:43:13+00:00,161.221,9,0.062,429.922,745.642,96.507,1.1111,11,6,17,0.6471,0.3529,0.3339,0.3619,0,0,0.6471,0,0.0,1.5,2.7,0,blacklisted,exan
3NyddZievAxD5DsANsTLPEVW9s3v1gJhzf,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,12,6,6,6,6,15,1229422,0.01229422,204903.667,333392,135062,68188.183,1229422,0.01229422,204903.667,333392,135062,68188.183,0,0.0,0,120000,20000.0,58.882,2016-08-28T22:37:37+00:00,2016-11-07T22:52:45+00:00,71.011,8,0.169,154.932,346.233,51.22,1.5,8,7,15,0.5333,0.4667,0.1571,0.1496,0,0,0.5333,0,0.0,1.5,1.167,0,blacklisted,trezor-btc5
3NxUXiJpC1Hgfstuq6TN9yudr4pyKnrYC6,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,8,4,4,4,4,44,11618086,0.11618086,2904521.5,5824753,515000,2287168.469,11618086,0.11618086,2904521.5,5824753,515000,2287168.469,0,0.0,0,206551,51637.75,59.319,2016-12-18T17:33:38+00:00,2018-02-21T05:50:00+00:00,429.511,7,0.0186,1472.61,2269.435,285.328,1.1429,37,8,45,0.8222,0.1778,0.8903,0.8875,0,0,0.8222,0,0.25,1.75,5.375,0,blacklisted,mempool.space
3NtE6tzk8xPxAi5j34mVviDQ8gdFXhUW3X,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,589,299,299,13,12,305,4337769792,43.37769792,1464115.0,4800944,406094,1140771.007,4337769792,43.37769792,1438124.923,4800944,406094,1099708.961,0,0.0,0,1181083,90852.538,79.814,2021-03-14T11:01:35+00:00,2021-06-05T06:05:15+00:00,82.794,19,7.114,82.794,133.898,27.319,31.0,253,53,306,0.8268,0.1732,0.0283,0.1921,0,0,0.8268,0,0.16,2.6,10.76,0,blacklisted,blockstream
3NqUE9S6AC9FbXhseLCDrzcD2Tio9wW24V,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,2,1,1,1,1,205,80689774,0.80689774,80689774.0,80689774,80689774,0.0,80689774,0.80689774,80689774.0,80689774,80689774,0.0,0,0.0,0,3826055,3826055.0,230.305,2017-07-28T01:43:21+00:00,2017-08-14T20:41:12+00:00,17.79,2,0.1124,426.964,0.0,17.79,1.0,203,2,205,0.9902,0.0098,0.0181,0.9954,0,0,0.9902,0,0.5,1.5,103.5,0,blacklisted,trezor-btc4
3NpMEooqCMxtrB3U8uXLCb7TLtuzBMisFt,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,321,164,164,25,25,3530,230398955,2.30398955,829013.96,4743579,47859,1135247.583,230398955,2.30398955,829013.96,4743579,47859,1135247.583,0,0.0,0,5028967,201158.68,44.533,2018-01-04T02:42:47+00:00,2021-04-28T13:39:55+00:00,1210.456,44,0.2652,592.877,1536.875,381.19,7.2955,1080,2574,3654,0.2956,0.7044,0.079,0.0632,0,0,0.2956,3,0.46,71.16,23.9,0,blacklisted,emzy
3No5RSMti2F7ojKB6ii971hHGnzSwk55hN,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,138,71,71,25,0,1459,29365853,0.29365853,0.0,0,0,0.0,29365853,0.29365853,74234.64,186666,10000,32794.018,0,0.0,0,516250,20650.0,1.019,2018-06-03T18:11:26+00:00,2018-12-23T00:28:16+00:00,202.262,10,0.6823,202.262,859.442,179.737,13.8,1437,22,1459,0.9849,0.0151,0.0016,0.0523,0,0,0.9849,0,0.0,1.0,70.0,0,blacklisted,bitaroo
3NnkUHkSENsgMx6LSb2wxoqWobgvM1CMAu,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,2417,23,27,27,23,239,989860495705,9898.60495705,546728524.87,2279065050,26038218,611308312.651,989860495705,9898.60495705,533150962.852,2279065050,26038218,607657215.706,0,0.0,0,2330307,86307.667,61.677,2016-11-04T17:44:56+00:00,2016-11-15T04:21:55+00:00,10.442,12,231.4691,5.115,6.689,1.493,201.4167,100,139,239,0.4184,0.5816,0.1572,0.1391,0,0,0.4184,0,0.42,3.38,2.82,0,blacklisted,exan
3NLyzZRyEMmwsASjT88NnYHotkCxkjw4oT,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,10039,25,25,25,25,1847,14518014980,145.1801498,615550.56,2230661,29168,482054.386,14518014980,145.1801498,615550.56,2230661,29168,482054.386,0,0.0,0,784822,31392.88,8.774,2019-11-11T04:26:22+00:00,2024-12-03T04:25:47+00:00,1849.0,39,5.4294,905.632,3107.755,617.041,257.4103,805,1050,1855,0.434,0.566,0.8516,0.8421,0,0,0.434,0,0.54,22.26,17.32,0,blacklisted,trezor-btc2
3NHv6ocMoaJy4aLNpuJDRrMjorBBYQ7SCA,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,4,2,2,2,2,6,1637662,0.01637662,818831.0,841707,795955,22876.0,1637662,0.01637662,818831.0,841707,795955,22876.0,0,0.0,0,40000,20000.0,58.737,2016-08-04T06:31:32+00:00,2016-09-13T18:19:10+00:00,40.491,4,0.0988,323.931,418.086,38.131,1.0,3,3,6,0.5,0.5,0.367,0.3449,0,0,0.5,0,0.0,1.5,1.25,0,blacklisted,trezor-btc5
3N6LUnk3Lg4NQ6gYTBk86EuMS6rPmNW1LX,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,66,33,33,25,0,1581,2060808,0.02060808,0.0,0,0,0.0,2060808,0.02060808,37161.2,94000,12980,24897.355,0,0.0,0,512231,20489.24,1.026,2018-06-04T22:04:29+00:00,2018-11-24T08:28:35+00:00,172.433,15,0.3828,172.433,454.93,91.947,4.4,1558,23,1581,0.9855,0.0145,0.0022,0.0605,0,0,0.9855,0,0.0,1.0,70.0,0,blacklisted,blockstream
3N2eT3Xcc7nk2HQe6iLA4RsxoAab7rAXxx,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,2,1,1,1,1,5,7420747,0.07420747,7420747.0,7420747,7420747,0.0,7420747,0.07420747,7420747.0,7420747,7420747,0.0,0,0.0,0,20000,20000.0,58.651,2016-09-12T20:11:59+00:00,2016-09-24T21:22:48+00:00,12.049,2,0.166,289.18,0.0,12.049,1.0,3,2,5,0.6,0.4,0.5602,0.7888,0,0,0.6,0,0.0,1.5,2.0,0,blacklisted,mempool.space
3N1vhcvFadyX1xgXUYvihpBe6uEEtoVTZx,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,141,71,71,25,0,817,125572799,1.25572799,0.0,0,0,0.0,125572799,1.25572799,378133.04,796666,90000,233929.19,0,0.0,0,1938103,77524.12,42.897,2017-12-20T12:41:50+00:00,2018-06-04T19:52:01+00:00,166.299,16,0.8479,166.299,368.424,51.722,8.8125,793,26,819,0.9683,0.0317,0.0196,0.0565,0,0,0.9683,0,0.0,1.08,36.48,0,blacklisted,bitaroo
3MpNShu4MfsJMtV9dy6QcGffaLm9wxEGat,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,1628,25,25,25,25,736,1590199487,15.90199487,326418.24,1456220,20521,334874.189,1590199487,15.90199487,326418.24,1456220,20521,334874.189,0,0.0,0,12112508,484500.32,112.464,2017-07-03T11:53:19+00:00,2018-01-26T05:56:35+00:00,206.752,27,7.8742,101.266,362.343,93.848,60.2963,411,328,739,0.5562,0.4438,0.1449,0.1417,0,0,0.5562,0,0.62,7.18,11.7,0,blacklisted,exan
3Mo67C8CQghAsVFYQSnwSRiPvei8ayU7Pa,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,2,1,1,1,1,3,118986,0.00118986,118986.0,118986,118986,0.0,118986,0.00118986,118986.0,118986,118986,0.0,0,0.0,0,40000,40000.0,117.647,2017-01-11T13:47:57+00:00,2017-01-12T09:28:52+00:00,0.82,2,2.0,19.682,0.0,0.82,1.0,1,2,3,0.3333,0.6667,1.0,0.8644,0,0,0.3333,0,0.0,1.5,1.0,0,blacklisted,emzy
3MnVdFuecJYouefsZYtdttTz2CXcqVqBxn,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,4,2,2,2,2,158,2860104,0.02860104,1430052.0,2203296,656808,773244.0,2860104,0.02860104,1430052.0,2203296,656808,773244.0,0,0.0,0,588880,294440.0,9.958,2017-06-18T16:13:50+00:00,2017-07-07T04:41:44+00:00,18.519,3,0.216,148.155,173.164,16.298,1.3333,155,3,158,0.981,0.019,0.0099,0.6127,0,0,0.981,0,0.0,1.25,50.5,0,blacklisted,trezor-btc5
3MnQyozUuWa9MseywsiYVHW9kj9eoE9AMT,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,2,1,1,1,1,335,329541065,3.29541065,329541065.0,329541065,329541065,0.0,329541065,3.29541065,329541065.0,329541065,329541065,0.0,0,0.0,0,334227,334227.0,69.805,2016-12-02T19:45:05+00:00,2016-12-02T20:27:17+00:00,0.029,1,2.0,0.703,0.0,0.029,2.0,333,2,335,0.994,0.006,0.1073,0.995,0,0,0.994,0,0.0,1.5,169.5,0,blacklisted,trezor-btc4
3MjiQP27GFXW2TgbNxY7Xt7MeUq9YywADn,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,14,7,7,7,7,938,69501584,0.69501584,9928797.714,24200000,276164,9163777.134,69501584,0.69501584,9928797.714,24200000,276164,9163777.134,0,0.0,0,6779484,968497.714,61.433,2017-07-02T14:09:41+00:00,2018-08-11T01:02:46+00:00,404.454,7,0.0346,746.683,2182.284,342.365,2.0,909,29,938,0.9691,0.0309,0.0187,0.1106,0,0,0.9691,0,0.2143,2.571,71.857,0,blacklisted,blockstream
3MgHr93vAd5dYdhSEvP2Kah3tX1fHjaTGe,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,2,1,1,1,1,212,72404223,0.72404223,72404223.0,72404223,72404223,0.0,72404223,0.72404223,72404223.0,72404223,72404223,0.0,0,0.0,0,3466984,3466984.0,146.268,2017-03-18T00:50:30+00:00,2017-03-27T22:41:04+00:00,9.91,2,0.2018,237.843,0.0,9.91,1.0,210,2,212,0.9906,0.0094,0.0196,0.9964,0,0,0.9906,0,0.5,1.5,105.5,0,blacklisted,mempool.space
3MbiUzrxs7tkpBZa57iCh3L2yvdCHTTDNf,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,7346,6313,6245,14,36,214,10414242764,104.14242764,1511506.778,7387730,124081,2336298.998,10384763382,103.84763382,13708813.786,38758784,121555,11656003.401,29479382,0.29479382,29479382,15681000,1120071.429,241.34,2017-07-13T16:53:34+00:00,2017-08-17T10:48:19+00:00,34.746,7,211.42,17.019,101.467,29.981,1049.4286,176,40,216,0.8148,0.1852,0.0316,0.4585,0,0,0.8148,0,0.0,1.72,6.48,0,blacklisted,emzy
3MaTXtHkEvC4a4TyP8GmLhzaeTpRk1HFFF,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,25,13,13,12,13,376,8462214,0.08462214,650939.538,5630000,93884,1439066.595,8462214,0.08462214,705184.5,5630000,93884,1487635.721,0,0.0,0,228379,19031.583,12.342,2017-02-10T19:38:07+00:00,2018-06-04T14:47:15+00:00,478.798,20,0.0522,478.798,1679.36,343.494,1.25,346,32,378,0.9153,0.0847,0.8934,0.8925,0,0,0.9153,0,0.2,2.24,17.8,0,blacklisted,bitaroo
3MDs75uQxfqof6msCpiNTwxxCZs5dqbURY,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,40,20,20,20,20,453,73023929,0.73023929,3651196.45,16971300,40000,5399857.441,73023929,0.73023929,3651196.45,16971300,40000,5399857.441,0,0.0,0,1350446,67522.3,96.715,2017-01-01T00:36:24+00:00,2018-06-26T03:15:00+00:00,541.11,29,0.0739,332.991,720.776,117.623,1.3793,365,92,457,0.7987,0.2013,0.639,0.622,0,0,0.7987,0,0.275,2.825,10.35,0,blacklisted,exan
3M3UAVWJAk3pkwSjMp1YwCpnkdEcGYi2Px,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,2153,41,43,9,41,91,339171221,3.39171221,87997.22,225234,20000,32557.225,338177866,3.38177866,418718.889,2173404,75202,671441.852,993355,0.00993355,993355,2135800,237311.111,132.184,2017-02-28T05:01:52+00:00,2017-04-18T09:05:17+00:00,49.169,12,43.7878,24.083,70.486,15.626,179.4167,51,43,94,0.5426,0.4574,0.7848,0.7897,0,0,0.5426,0,0.02,1.82,1.88,0,blacklisted,trezor-btc2
3Lzaq2cj63v9Ss9kjm9VZtVMCkSHKsCcvV,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,410,24,26,26,24,970,1969366393,19.69366393,6497497.583,67749322,89455,17779687.052,1969366393,19.69366393,6044604.0,67749322,89455,17154270.17,0,0.0,0,12334939,474420.731,170.201,2017-04-29T13:59:29+00:00,2017-06-06T01:50:02+00:00,37.493,22,10.9354,18.364,42.198,11.94,18.6364,333,657,990,0.3364,0.6636,0.5409,0.5207,0,0,0.3364,0,0.56,14.62,7.58,0,blacklisted,trezor-btc4
3Lz5V6GLDKG2aCz2BWS5NALTkYhJFtkEHM,UNKNOWN,ILLICIT,ELLIPTIC_PP,SAMPLED,1219,611,608,42,8,66,7416137293,74.16137293,10924271.875,25539541,2829205,7626757.818,7403656958,74.03656958,9071776.286,49013064,589292,10417392.71,12480335,0.12480335,12480335,840000,20000.0,66.048,2016-06-30T21:37:13+00:00,2016-08-19T01:04:18+00:00,49.144,19,24.8047,24.07,52.966,12.285,64.1579,16,50,66,0.2424,0.7576,0.404,0.0799,0,0,0.2424,0,0.0,1.16,1.16,0,blacklisted,mempool.space
3LteCQSeKFDNfwopkDub9512EqXBSpL5gU,UNKNOWN,ILLICIT,ELLIPTIC_PP,FULL,6,3,3,3,3,76,2166665,0.02166665,722221.667,1833333,166666,785674.358,2166665,0.02166665,722221.667,1833333,166666,785674.358,0,0.0,0,32216,10738.667,1.081,2017-02-19T01:20:48+00:00,2018-03-01T17:47:08+00:00,375.685,6,0.016,1803.288,2191.232,223.713,1.0,73,4,77,0.9481,0.0519,0.9668,0.9655,0,0,0.9481,0,0.0,1.5,17.167,0,blacklisted,blockstream
