address,address_type,label,label_source,data_completeness,tx_count,funded_txo_count,spent_txo_count,n_tx_as_sender_sampled,n_tx_as_receiver_sampled,n_unique_counterparties,total_received_sat,total_received_btc,mean_received_sat,max_received_sat,min_received_sat,std_received_sat,total_sent_sat,total_sent_btc,mean_sent_sat,max_sent_sat,min_sent_sat,std_sent_sat,balance_sat,balance_btc,net_flow_sat,total_fee_sat_sampled,mean_fee_sat,mean_fee_rate_sat_vb,first_tx_time,last_tx_time,lifespan_days,active_days,activity_density,mean_inter_tx_hours,std_inter_tx_hours,max_dormancy_days,tx_velocity,in_degree,out_degree,degree_total,fan_in_ratio,fan_out_ratio,sender_concentration_hhi,recipient_concentration_hhi,cio_cluster_size,peel_chain_len,consolidation_frac,coinjoin_tx_count_sampled,round_value_ratio_sampled,mean_output_count_sampled,mean_input_count_sampled,mempool_tx_count,class,source_api
3K2h6EvVNBbetung7MHTvZtKFFXNjJD8cq,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,4,3319967,0.03319967,3319967.0,3319967,3319967,0.0,3319967,0.03319967,3319967.0,3319967,3319967,0.0,0,0.0,0,1676,1676.0,10.096,2019-10-19T09:57:19+00:00,2019-10-19T10:33:29+00:00,0.025,1,2.0,0.603,0.0,0.025,2.0,1,3,4,0.25,0.75,1.0,0.4339,0,0,0.25,0,0.5,2.0,1.0,0,unlabelled,trezor-btc3
1K5gwTEpVBEsn5BJvhSz4KvvD3AScL72Ro,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,32,16,16,16,16,18,8736,8.736e-05,546.0,546,546,0.0,8736,8.736e-05,546.0,546,546,0.0,0,0.0,0,432000,27000.0,66.811,2019-08-11T14:51:18+00:00,2019-11-08T04:07:49+00:00,88.553,16,0.3614,68.557,108.674,17.28,2.0,4,18,22,0.1818,0.8182,0.4557,0.4573,0,0,0.1818,0,0.0,3.0,1.5,0,unlabelled,trezor-btc4
3CPqAdD7d9zZumdvYMEdmjr2WCrwcySCvu,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,679,378440,0.0037844,378440.0,378440,378440,0.0,378440,0.0037844,378440.0,378440,378440,0.0,0,0.0,0,249312,249312.0,4.055,2019-10-19T00:46:56+00:00,2019-11-03T22:51:36+00:00,15.92,2,0.1256,382.078,0.0,15.92,1.0,677,2,679,0.9971,0.0029,0.4361,0.9998,0,0,0.9971,0,0.0,1.5,339.0,0,unlabelled,trezor-btc2
1DVa9XaDbMB4b3wg6Y7qVVXGvTWjtyuRmV,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,4,244021610,2.4402161,244021610.0,244021610,244021610,0.0,244021610,2.4402161,244021610.0,244021610,244021610,0.0,0,0.0,0,2938,2938.0,13.175,2019-10-19T05:06:11+00:00,2019-10-19T05:39:26+00:00,0.023,1,2.0,0.554,0.0,0.023,2.0,1,3,4,0.25,0.75,1.0,0.5085,0,0,0.25,0,1.0,2.0,1.0,0,unlabelled,blockstream
1MjstPQUpRmoPhwBM1ruSMxZTJFJ1fjrDE,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,4,14178194,0.14178194,14178194.0,14178194,14178194,0.0,14178194,0.14178194,14178194.0,14178194,14178194,0.0,0,0.0,0,756,756.0,3.375,2019-10-19T00:56:12+00:00,2019-10-19T01:19:40+00:00,0.016,1,2.0,0.391,0.0,0.016,2.0,1,3,4,0.25,0.75,1.0,0.937,0,0,0.25,0,0.0,2.0,1.0,0,unlabelled,bitaroo
12XfKAQFFPWXXL845R54iKFkvmazRhZshu,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,9,95116,0.00095116,95116.0,95116,95116,0.0,95116,0.00095116,95116.0,95116,95116,0.0,0,0.0,0,3363,3363.0,3.038,2019-10-10T19:05:40+00:00,2019-10-19T08:17:11+00:00,8.55,2,0.2339,205.192,0.0,8.55,1.0,6,3,9,0.6667,0.3333,0.3969,0.5719,0,0,0.6667,0,0.0,2.0,5.5,0,unlabelled,exan
13PYRWCdM8J93crZuSmoooT1yTsHW5nurd,UNKNOWN,UNKNOWN,BABD13_JSON,SAMPLED,263,262,262,2,49,1225,3702544086,37.02544086,1822071.571,70000000,167702,9841208.837,3702544086,37.02544086,101724325.0,200203320,3245330,98478995.0,0,0.0,0,78218,39109.0,11.115,2020-04-12T02:53:22+00:00,2021-05-01T02:16:01+00:00,383.974,48,0.6849,188.069,1143.635,337.974,5.4792,47,1178,1225,0.0384,0.9616,0.0335,0.0306,0,0,0.0384,0,0.04,95.04,3.62,0,unlabelled,emzy
1LHwDyCrUz8pvc8jpKdiKkUEL6prVzewub,UNKNOWN,UNKNOWN,BABD13_JSON,SAMPLED,133,68,68,12,13,1840,301434948,3.01434948,4490800.538,13125556,100000,4719218.513,301434948,3.01434948,4865033.917,20229832,100000,6152035.922,0,0.0,0,13424310,1118692.5,54.045,2020-07-10T07:57:16+00:00,2022-01-30T22:26:27+00:00,569.604,14,0.2335,569.604,1950.45,407.923,9.5,1605,238,1843,0.8709,0.1291,0.0195,0.767,0,0,0.8709,0,0.48,10.52,120.44,0,unlabelled,blockstream
1M59cS5qmvP6WVW5nqs5xvLYDpHsNjQ7MJ,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,7,988,9.88e-06,988.0,988,988,0.0,988,9.88e-06,988.0,988,988,0.0,0,0.0,0,3108,3108.0,3.828,2019-10-19T10:42:11+00:00,2019-10-22T17:58:42+00:00,3.303,2,0.6055,79.275,0.0,3.303,1.0,4,3,7,0.5714,0.4286,0.9985,0.6983,0,0,0.5714,0,0.0,2.0,3.0,0,unlabelled,trezor-btc3
3FPCAZfgGMnPdnuH6BEogin3XE5JuSJXac,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,327,3713300,0.037133,3713300.0,3713300,3713300,0.0,3713300,0.037133,3713300.0,3713300,3713300,0.0,0,0.0,0,59642,59642.0,1.003,2019-10-19T02:45:00+00:00,2019-10-19T11:52:59+00:00,0.381,1,2.0,9.133,0.0,0.381,2.0,136,202,338,0.4024,0.5976,0.2679,0.2385,0,0,0.4024,0,0.5,101.5,68.5,0,unlabelled,trezor-btc2
bc1qy6k9g60tuj2zaqvdchez5avnyn9aquevvnf7c2,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,44,36,36,16,36,218,1293201964,12.93201964,35922276.778,481947909,383572,90030290.295,1293201964,12.93201964,80825122.75,481947909,411890,130407936.328,0,0.0,0,414899,25931.188,84.109,2019-08-17T06:28:17+00:00,2021-03-14T05:29:37+00:00,574.959,30,0.0765,320.907,630.354,146.338,1.4667,30,196,226,0.1327,0.8673,0.195,0.1664,0,0,0.1327,0,0.3182,5.773,2.136,0,unlabelled,mempool.space
14FcDYcNe4r4MbDfUNRzgCZ8n8p4qYu55f,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,169,880264,0.00880264,880264.0,880264,880264,0.0,880264,0.00880264,880264.0,880264,880264,0.0,0,0.0,0,124710,124710.0,5.017,2019-10-19T04:14:11+00:00,2019-10-21T13:13:24+00:00,2.374,2,0.8425,56.987,0.0,2.374,1.0,166,3,169,0.9822,0.0178,0.08,0.9532,0,0,0.9822,0,0.0,2.0,84.5,0,unlabelled,bitaroo
14EiCzyABvbWbvh8hLgD2Fox6WBVevsSGR,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,16,9,9,7,9,2758,2958704,0.02958704,328744.889,1344552,50965,410401.222,2958704,0.02958704,422672.0,1344552,50965,426191.751,0,0.0,0,28030638,4004376.857,44.799,2019-10-11T07:37:19+00:00,2021-03-12T20:45:20+00:00,518.547,13,0.0309,829.676,1703.564,260.023,1.2308,2738,26,2764,0.9906,0.0094,0.0814,0.3895,0,0,0.9906,0,0.4375,2.375,246.938,0,unlabelled,exan
3L4kRbGHkdDmZcqZbdhGnKpWASwHQxWtn7,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,12,6,6,6,6,643,110810000,1.1081,18468333.333,34220000,7570000,9427534.879,110810000,1.1081,18468333.333,34220000,7570000,9427534.879,0,0.0,0,1105280,184213.333,19.211,2019-10-19T07:17:10+00:00,2019-10-25T21:07:05+00:00,6.576,4,1.8248,14.348,19.402,2.459,3.0,626,18,644,0.972,0.028,0.0106,0.1888,0,0,0.972,0,0.5,2.0,57.75,0,unlabelled,emzy
3EzARZYvoZZtLMHwg39fczeDsorFpLXHpS,UNKNOWN,UNKNOWN,BABD13_JSON,SAMPLED,112,26,27,24,26,5839,10237606,0.10237606,142621.731,210384,98153,35976.241,10237606,0.10237606,160639.208,369478,98153,62816.197,0,0.0,0,8419162,350798.417,7.737,2019-11-27T05:27:27+00:00,2020-08-28T22:27:57+00:00,275.709,39,0.4062,135.041,123.543,14.034,2.8718,2842,3011,5853,0.4856,0.5144,0.0126,0.2195,0,0,0.4856,0,0.08,95.14,239.48,0,unlabelled,trezor-btc3
3PBpAzD3AigYnSjrZH2mNLw4TjRn8mFSRP,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,19,13984044,0.13984044,13984044.0,13984044,13984044,0.0,13984044,0.13984044,13984044.0,13984044,13984044,0.0,0,0.0,0,1676,1676.0,10.096,2019-10-18T06:19:34+00:00,2019-10-19T09:48:13+00:00,1.145,2,1.7467,27.477,0.0,1.145,1.0,1,19,20,0.05,0.95,1.0,0.9251,0,0,0.05,0,0.5,10.0,1.0,0,unlabelled,trezor-btc4
bc1qgx84v543p4r6fpscykwva870tu9ut9kcf4maae,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,4,7839722,0.07839722,7839722.0,7839722,7839722,0.0,7839722,0.07839722,7839722.0,7839722,7839722,0.0,0,0.0,0,2374,2374.0,16.486,2019-10-19T15:57:45+00:00,2019-10-19T16:37:54+00:00,0.028,1,2.0,0.669,0.0,0.028,2.0,1,3,4,0.25,0.75,1.0,0.7015,0,0,0.25,0,1.0,2.0,1.0,0,unlabelled,trezor-btc2
38rC32hGKK1Aaxv8bKvDeDoUc13P6F9EXz,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,4,2,2,2,2,88,1934600,0.019346,967300.0,1018300,916300,51000.0,1934600,0.019346,967300.0,1018300,916300,51000.0,0,0.0,0,283984,141992.0,47.083,2019-10-11T06:37:25+00:00,2020-03-24T09:03:27+00:00,165.101,4,0.0242,1320.811,1601.151,149.381,1.0,85,6,91,0.9341,0.0659,0.0416,0.7162,0,0,0.9341,0,0.25,2.0,23.25,0,unlabelled,blockstream
1N4CdbFfWNFHrxjzHGXdZg2iaRrSZMsfH,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,45,36,36,9,36,397,55551946,0.55551946,1543109.611,2652839,926200,437210.488,55551946,0.55551946,6172438.444,12438678,1199572,4208559.59,0,0.0,0,33137,3681.889,5.048,2019-10-16T11:06:12+00:00,2019-10-31T13:04:43+00:00,15.082,8,2.9837,8.227,23.376,4.818,5.625,118,288,406,0.2906,0.7094,0.0258,0.0188,0,0,0.2906,0,0.2889,9.4,3.511,0,unlabelled,mempool.space
395Kf96X1dYwnLssFPmRKLgoecV5aJbjBa,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,3,134437,0.00134437,134437.0,134437,134437,0.0,134437,0.00134437,134437.0,134437,134437,0.0,0,0.0,0,528,528.0,2.996,2019-10-19T13:53:15+00:00,2019-10-19T14:41:09+00:00,0.033,1,2.0,0.798,0.0,0.033,2.0,1,2,3,0.3333,0.6667,1.0,0.6218,0,0,0.3333,0,0.5,1.5,1.0,0,unlabelled,bitaroo
3BMEX1mm2QzFfwZsxqAxCRjDdkQbpCiXTN,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,21,14,14,8,14,213,182217748,1.82217748,13015553.429,22029089,1091356,7401657.784,182217748,1.82217748,22777218.5,40854484,4989765,12624737.343,0,0.0,0,180000,22500.0,19.953,2019-07-01T08:35:04+00:00,2023-09-27T13:15:43+00:00,1549.195,19,0.0136,1859.034,6763.11,1302.708,1.1053,16,198,214,0.0748,0.9252,0.7408,0.1731,0,0,0.0748,0,0.2381,10.095,1.762,0,unlabelled,exan
3L4Hq4ZbNrRVhmfD9A33So9DTgPygvajbE,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,474,900076,0.00900076,900076.0,900076,900076,0.0,900076,0.00900076,900076.0,900076,900076,0.0,0,0.0,0,781580,781580.0,18.215,2019-10-16T08:21:52+00:00,2019-10-19T03:33:57+00:00,2.8,2,0.7143,67.201,0.0,2.8,1.0,471,3,474,0.9937,0.0063,0.0168,0.7997,0,0,0.9937,0,0.5,2.0,236.5,0,unlabelled,emzy
3EMxUc3QQcokHfsT1mDDWwrSaTNeJ6FQWk,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,10,19400000,0.194,19400000.0,19400000,19400000,0.0,19400000,0.194,19400000.0,19400000,19400000,0.0,0,0.0,0,10860,10860.0,30.062,2019-10-18T19:20:13+00:00,2019-10-19T10:56:20+00:00,0.65,2,2.0,15.602,0.0,0.65,1.0,1,9,10,0.1,0.9,1.0,0.3458,0,0,0.1,0,0.5,5.0,1.0,0,unlabelled,mempool.space
bc1q08dxqqkqechmu36gg2fpar7072vdxtq9e0w7jeyh7u6smml88q9q2wr3z4,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,6,94787223,0.94787223,94787223.0,94787223,94787223,0.0,94787223,0.94787223,94787223.0,94787223,94787223,0.0,0,0.0,0,5064,5064.0,19.781,2019-10-19T02:07:18+00:00,2019-10-19T03:03:24+00:00,0.039,1,2.0,0.935,0.0,0.039,2.0,2,4,6,0.3333,0.6667,0.5,0.3999,0,0,0.3333,0,0.0,2.5,1.5,0,unlabelled,trezor-btc4
3GXFmk9EgSNwL9vjJbvBFG8FcA5VedX3Ut,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,40,20,20,20,20,244,21620340,0.2162034,1081017.0,9516300,38300,2388979.518,21620340,0.2162034,1081017.0,9516300,38300,2388979.518,0,0.0,0,806050,40302.5,30.183,2019-09-12T22:51:14+00:00,2020-05-05T16:01:40+00:00,235.716,19,0.1697,145.056,598.177,156.928,2.1053,201,46,247,0.8138,0.1862,0.1543,0.1743,0,0,0.8138,0,0.1,2.075,6.225,0,unlabelled,trezor-btc5
3N7XdLQU9uGCZu4B3rfL441uMGAENBXpYi,UNKNOWN,UNKNOWN,BABD13_JSON,SAMPLED,132,66,66,13,12,7847,336818614,3.36818614,6903572.917,42273920,458977,13573474.768,336818614,3.36818614,6498037.0,42273920,458977,13116420.333,0,0.0,0,4841119,372393.769,14.525,2020-06-20T23:05:41+00:00,2020-08-29T18:24:58+00:00,69.805,16,1.891,69.805,70.858,6.949,8.25,4718,3602,8320,0.5671,0.4329,0.0703,0.0269,0,0,0.5671,0,0.24,470.12,293.32,0,unlabelled,blockstream
159RwMgVT3Ms88FowDZWUNo6VCt1zGuich,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,588,330000,0.0033,330000.0,330000,330000,0.0,330000,0.0033,330000.0,330000,330000,0.0,0,0.0,0,88286,88286.0,1.004,2019-10-13T18:11:58+00:00,2019-10-19T05:48:58+00:00,5.484,2,0.3647,131.617,0.0,5.484,1.0,585,3,588,0.9949,0.0051,0.0045,0.9744,0,0,0.9949,0,1.0,2.0,298.5,0,unlabelled,bitaroo
1PMmMfNuxPbJ449UEPwgzuRZp6cHmRjsx6,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,4,378200,0.003782,378200.0,378200,378200,0.0,378200,0.003782,378200.0,378200,378200,0.0,0,0.0,0,1122,1122.0,3.31,2019-10-19T01:43:40+00:00,2019-10-20T21:19:00+00:00,1.816,2,1.1013,43.589,0.0,1.816,1.0,2,2,4,0.5,0.5,0.6628,0.5056,0,0,0.5,0,0.0,1.5,1.5,0,unlabelled,exan
32Bf8EFpzCLhXaBK43yXT2vEh35HZEUL9V,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,4,4100000,0.041,4100000.0,4100000,4100000,0.0,4100000,0.041,4100000.0,4100000,4100000,0.0,0,0.0,0,2741,2741.0,16.124,2019-10-19T01:43:40+00:00,2019-10-19T02:07:18+00:00,0.016,1,2.0,0.394,0.0,0.016,2.0,2,2,4,0.5,0.5,0.9553,0.8643,0,0,0.5,0,1.0,1.5,1.5,0,unlabelled,trezor-btc3
35H6ESTPdhNmSYoTYyc8y2EZVgoRX5c8mL,UNKNOWN,UNKNOWN,BABD13_JSON,SAMPLED,217,25,25,25,25,5001,50905914,0.50905914,398017.88,778049,119590,162503.142,50905914,0.50905914,398017.88,778049,119590,162503.142,0,0.0,0,59313525,2372541.0,92.917,2020-11-21T12:52:46+00:00,2021-02-15T06:14:28+00:00,85.723,33,2.5314,41.987,56.897,12.989,6.5758,4944,63,5007,0.9874,0.0126,0.0004,0.0788,0,0,0.9874,0,0.1,1.82,128.16,0,unlabelled,trezor-btc2
158Gtiaq7YuFaj78Cg4bAorqvAxhGosYzB,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,479,653796,0.00653796,653796.0,653796,653796,0.0,653796,0.00653796,653796.0,653796,653796,0.0,0,0.0,0,701990,701990.0,10.001,2019-10-16T14:04:06+00:00,2019-10-19T07:17:10+00:00,2.717,2,0.7361,65.218,0.0,2.717,1.0,477,2,479,0.9958,0.0042,0.009,0.8476,0,0,0.9958,0,0.5,2.0,239.0,0,unlabelled,trezor-btc4
1KDdjfZ48nhW2Qc2PauW6TCXKPkp21vfPi,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,3,2,2,1,2,166,1256,1.256e-05,628.0,628,628,0.0,1256,1.256e-05,1256.0,1256,1256,0.0,0,0.0,0,74724,74724.0,3.011,2019-10-19T09:57:19+00:00,2024-10-31T06:42:50+00:00,1838.865,2,0.0016,22066.379,22066.379,1838.865,1.5,163,3,166,0.9819,0.0181,0.1945,0.4717,0,0,0.9819,0,0.0,1.667,56.667,0,unlabelled,blockstream
3CzHbfteEsDWN29Nn4rWTvNzHM8KnmVx4H,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,6,222761,0.00222761,222761.0,222761,222761,0.0,222761,0.00222761,222761.0,222761,222761,0.0,0,0.0,0,7655,7655.0,18.866,2019-10-18T23:09:37+00:00,2019-10-19T15:49:28+00:00,0.694,2,2.0,16.664,0.0,0.694,1.0,4,2,6,0.6667,0.3333,0.4513,0.9979,0,0,0.6667,0,0.5,1.5,2.5,0,unlabelled,mempool.space
3HmSCNE3uUAyseG4HbHoE7mPMkF9qLbPSd,UNKNOWN,UNKNOWN,BABD13_JSON,SAMPLED,72,36,36,25,25,2744,18235205,0.18235205,414818.28,1206075,159773,243906.372,18235205,0.18235205,414818.28,1206075,159773,243906.372,0,0.0,0,2195837,87833.48,13.73,2019-03-25T11:10:51+00:00,2019-11-24T04:57:09+00:00,243.74,32,0.2954,119.383,228.906,40.095,2.25,1941,825,2766,0.7017,0.2983,0.1001,0.0932,0,0,0.7017,0,0.68,17.04,40.38,0,unlabelled,emzy
14mTSgUoeu6d8kxRj7mMetHPfYZL9dDWyS,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,19,6325,6.325e-05,6325.0,6325,6325,0.0,6325,6.325e-05,6325.0,6325,6325,0.0,0,0.0,0,1260,1260.0,1.005,2019-10-18T14:45:22+00:00,2019-10-19T10:56:55+00:00,0.841,2,2.0,20.192,0.0,0.841,1.0,12,7,19,0.6316,0.3684,0.1879,0.2163,0,0,0.6316,0,0.5,4.0,6.5,0,unlabelled,bitaroo
3LVwDmii8e4pSnm1eLPYik5D1rbLa1tHKf,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,2,1,1,1,1,3,8757994,0.08757994,8757994.0,8757994,8757994,0.0,8757994,0.08757994,8757994.0,8757994,8757994,0.0,0,0.0,0,2546,2546.0,11.897,2019-10-19T00:02:15+00:00,2019-10-19T01:43:40+00:00,0.07,1,2.0,1.69,0.0,0.07,2.0,1,2,3,0.3333,0.6667,1.0,0.8927,0,0,0.3333,0,0.0,2.0,1.0,0,unlabelled,exan
186k8WAvXwyfPMX7GKFpYSDj5mwC6RfM1,UNKNOWN,UNKNOWN,BABD13_JSON,FULL,4,2,2,2,2,6,1093,1.093e-05,546.5,547,546,0.5,1093,1.093e-05,546.5,547,546,0.5,0,0.0,0,9496,4748.0,11.782,2019-10-15T08:49:43+00:00,2019-10-19T16:00:25+00:00,4.299,2,0.9304,34.393,48.359,4.283,2.0,3,6,9,0.3333,0.6667,0.8931,0.8936,0,0,0.3333,0,0.0,3.0,1.5,0,unlabelled,trezor-btc3
